Laptop_Brand,OS,CPU_Power,Generation,RAM_size,RAM_technology,Capacity(in GB),Storage_Type,GPU_Brand,GPU_Type,Touch_Screen,screen_size_category,Display_quality,warranty_group,Performance per price
Lenovo,Windows 11 ,128.0,AMD Ryzen,32.0,LPDDR5X,1024,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0004766615702850976
Lenovo,Windows 11 ,128.0,AMD Ryzen,24.0,LPDDR5X,1024,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0005317980554688493
Asus,Windows 11 ,96.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0010171215460247499
Asus,Windows 11 ,96.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0008770580089244499
Lenovo,Windows 11 ,96.0,12th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0011752577319587628
Asus,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.000898680968256269
ASUS,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0009684076837593268
Asus,Windows 11 ,64.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.0007158648278766186
Asus,Windows 11 ,160.0,13th Gen,32.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0008534471262835045
Asus,Windows 11 ,48.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0013574660633484162
Asus,Windows 11 ,96.0,13th Gen,32.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0009539929219879982
Asus,Windows 11 ,96.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009493134429564333
Asus,Windows 11 ,48.0,13th Gen,8.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0014253563390847711
Asus,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000855196405276127
HP,Windows 11 ,384.0,13th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Large,Standard HD,low,0.0005441576586513714
MSI,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.001032424584610421
Motorola,Windows 11 ,160.0,Intel Core,16.0,DDR5,1024,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.0008334490901514099
Motorola,Windows 11 ,160.0,Intel Core,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.000867774672745992
Lenovo,Chrome ,,MediaTek Kompanio,4.0,LPDDR4X,64,eMMC Storage,ARM,Integrated,0,Small,Standard HD,low,
Lenovo,Chrome ,,MediaTek Kompanio,4.0,LPDDR4X,32,eMMC Storage,ARM,Integrated,0,Small,Standard HD,low,
Asus,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010557510650120393
Lenovo,Windows 11 ,128.0,5th Gen,16.0,DDR4,512,SSD,AMD,Integrated,0,Medium,Standard HD,low,0.001250260470931444
MSI,Windows 11 ,400.0,Intel Core Ultra,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,high,0.0004008987180051985
HP,Windows 11 ,72.0,5th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.001046314817664256
Lenovo,Windows 11 ,96.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009176788124156545
HP,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008667822376316843
HP,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0006087009452256107
HP,Windows 11 ,64.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0005441576586513714
HP,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0006961466810471615
HP,Windows 11 ,576.0,Intel Core Ultra,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.00032001066702223407
Dell,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,1,Medium,High Resolution,low,0.00027036373353453425
HP,Windows 11 ,72.0,AMD Ryzen,16.0,LPDDR5X,512,SSD,AMD,Dedicated,1,Medium,Standard HD,low,0.0007465840259191436
MSI,Windows 11 ,280.0,13th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0007508978126020241
MSI,Windows 11 ,120.0,12th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.001238390092879257
Lenovo,Windows 11 ,160.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008309412297930201
Lenovo,Windows 11 ,72.0,5th Gen,16.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0015789473684210526
Lenovo,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.0005893383337798018
Asus,Windows 10 ,32.0,8th Gen,8.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Full HD,low,0.0009393591483143722
MSI,Windows 11 ,72.0,7th Gen,8.0,‎DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0013849705052577585
Dell,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.0003729777612009884
HP,Windows 11 ,72.0,5th Gen,8.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0010000158732678297
Dell,Windows 11 ,120.0,Intel Core,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0006102296682569621
HP,Windows 11 ,,AMD Athlon,8.0,RAM,256,SSD,AMD,Integrated,0,Medium,Standard HD,low,0.0013385089010841923
HP,D,,AMD Athlon,8.0,RAM,256,SSD,AMD,Integrated,0,Medium,Standard HD,low,
Acer,Windows 11 ,64.0,Intel Core,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0016005335111703902
MSI,Windows 11 ,72.0,7th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0013849705052577585
MSI,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.001515610791148833
MSI,Windows 11 ,72.0,7th Gen,16.0,‎DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0014253563390847711
MSI,Windows 11 ,560.0,14th Gen,32.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,high,0.00047095761381475666
MSI,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015182481751824818
MSI,Windows 11 ,72.0,7th Gen,16.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0013098356751607525
Acer,Windows 11 ,128.0,7th Gen,16.0,LPDDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0006574074074074074
Dell,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0013165634891733663
HP,Windows 11 ,120.0,13th Gen,16.0,DDR4,1024,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0007531794048647981
Asus,Windows 11 ,128.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.001015400236926722
Asus,Windows 11 ,160.0,13th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008438818565400844
Asus,Windows 11 ,96.0,5th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008715530790112874
Asus,Windows 11 ,288.0,AMD Ryzen,16.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.0003666911127408494
Lenovo,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0016368596544407397
Asus,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Integrated,0,Medium,Standard HD,low,0.00137875101378751
Asus,Windows 11 ,48.0,13th Gen,,,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0014168319637291016
Asus,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Integrated,0,Medium,Standard HD,low,0.0016750418760469012
Lenovo,Windows 11 ,,13th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0005691519635742744
Samsung,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,Standard HD,low,0.0006095460207245647
Samsung,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.00048234023328962833
Samsung,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0005185569301429736
Samsung,Windows 11 ,64.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.00043453969830529516
Samsung,Windows 11 ,64.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.000449128690340739
Samsung,Windows 11 ,64.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.00041211055552502885
Samsung,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0005303432078187742
Samsung,Windows 11 ,64.0,5th Gen,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,Standard HD,low,0.0005648200446300429
Acer,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009842832195586602
Acer,Windows 11 ,560.0,14th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.00041581135849255225
Acer,Windows 11 ,96.0,13th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.000925386946073822
Lenovo,Windows 11 ,,Qualcomm Snapdragon,32.0,LPDDR5X,1024,SSD,Qualcomm,Integrated,1,Medium,High Resolution,low,0.0006383657835939994
Lenovo,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007416563658838071
Lenovo,Windows 11 ,96.0,12th Gen,16.0,LPDDR5,1024,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010537225773017793
Apple,Mac ,,Apple M4,24.0,RAM,512,SSD,Apple,Integrated,0,Small,High Resolution,low,0.0003703978072449811
Apple,Mac ,,Apple M4,16.0,RAM,512,SSD,Apple,Integrated,0,Medium,High Resolution,low,0.0003571683691692264
Apple,Mac ,,Apple M4,16.0,RAM,256,SSD,Apple,Integrated,0,Medium,High Resolution,low,0.0003801967104719398
Asus,Windows 11 ,48.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0015384615384615385
Asus,Windows 11 ,120.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0011820868379177085
Asus,Windows 11 ,160.0,13th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000838844974995967
MSI,Windows 11 ,280.0,13th Gen,32.0,DDR5,2048,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,high,0.0003309090909090909
HP,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009590646835847706
Asus,Windows 11 ,160.0,13th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008255278615653278
HP,Windows 11 ,160.0,12th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008114856429463171
HP,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.000869691259602841
Lenovo,Windows 11 ,96.0,12th Gen,12.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0010347302191291577
HP,Windows 11 ,120.0,13th Gen,16.0,DDR4,1024,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0009383397074086185
Lenovo,Windows 11 ,,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007198167739120951
Lenovo,Windows 11 ,96.0,12th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009165655748753201
HP,Windows 11 ,252.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,High Resolution,low,0.0008122858230739942
Lenovo,Windows 11 ,96.0,12th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008966754035039315
Asus,Windows 11 ,144.0,Qualcomm Snapdragon,16.0,LPDDR5X,512,SSD,Qualcomm,Integrated,0,Medium,Full HD,low,0.00048186198745340484
Dell,Windows 11 ,120.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000983767830791933
Asus,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009237875288683603
Asus,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0016672224074691564
Asus,Windows 11 ,48.0,13th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0012342504499871431
Asus,Windows 11 ,32.0,7th Gen,16.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0013753438359589898
Lenovo,Windows 11 ,128.0,7th Gen,16.0,LPDDR5X,512,SSD,AMD,Dedicated,0,Small,Full HD,low,0.0009543065103113628
Dell,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000779423226812159
HP,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009684076837593268
Asus,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0006500650065006501
HP,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009691629955947136
HP,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.000885840834404915
Asus,Windows 11 ,64.0,5th Gen,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0006941993175667725
Asus,Windows 11 ,256.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0003428851334802841
Asus,Windows 11 ,256.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0006529465245061575
Asus,Windows 11 ,160.0,7th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007159904534606205
Asus,Windows 11 ,196.0,Intel Core Ultra,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0009560229445506692
Asus,Windows 11 ,196.0,Intel Core Ultra,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000927670676909697
Asus,Windows 11 ,96.0,5th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008001032391276294
Asus,Windows 11 ,64.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0006471222668889107
Asus,Windows 11 ,196.0,Intel Core Ultra,16.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0007273461965855137
Asus,Windows 11 ,256.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0006529465245061575
Asus,Windows 11 ,256.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0006095266761983596
Asus,Windows 11 ,4.0,Intel Celeron,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0016284794546487407
Asus,Windows 11 ,280.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009155937052932761
Dell,Windows 11 ,72.0,7th Gen,16.0,RAM,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0012138188608776844
HP,Windows 11 ,72.0,8th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0010589792616561258
HP,Windows 11 ,48.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015147184909974278
Asus,Windows 11 ,64.0,5th Gen,16.0,LPDDR5X,512,SSD,Intel,Integrated,1,Medium,Full HD,low,0.0006977555529712757
Asus,Windows 11 ,96.0,13th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0010001923446816695
Acer,Windows 11 ,30.0,13th Gen,8.0,DDR4,256,SSD,Intel,Integrated,0,Medium,Full HD,low,0.001552259399793032
Asus,Windows 11 ,64.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0004714622473033788
HP,Windows 11 ,96.0,13th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0009278350515463917
Acer,Windows 11 ,4.0,Intel Celeron,8.0,DDR4,128,SSD,Intel,Integrated,0,Small,Standard HD,low,0.002735156771180787
Lenovo,Windows 11 ,96.0,12th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0011620795107033638
Dell,Windows 11 ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001308519918580983
Acer,Windows 11 ,96.0,12th Gen,16.0,DDR4,1024,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0011635027556644213
Lenovo,Windows 10 ,,11th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0005163934426229509
Lenovo,Windows 11 ,352.0,Intel Core Ultra,16.0,LPDDR5X,1024,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0006172133958166647
Lenovo,Windows 11 ,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0017102291061632784
Lenovo,Windows 11 ,72.0,5th Gen,16.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0015625
Lenovo,Windows 11 ,96.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0011463664278403276
Lenovo,Windows 11 ,4.0,4th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0016791711325473383
MSI,Windows 11 ,160.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0010146398028699811
MSI,Windows 11 ,160.0,12th Gen,16.0,DDR4,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0010366991499066972
Lenovo,Windows 11 ,96.0,12th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.001170455245487587
Asus,Windows 11 ,576.0,Intel Core Ultra,32.0,DDR5,2048,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.0002305936610273183
Dell,Windows 11 ,120.0,13th Gen,8.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.001065619742007852
Dell,Windows 11 ,120.0,13th Gen,8.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.001065619742007852
Dell,Windows 11 ,120.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0008648648648648649
HP,Windows 11 ,48.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001474392856149331
Lenovo,Windows 11 ,96.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0009531401635935117
Lenovo,Windows 11 ,200.0,AMD Ryzen,32.0,LPDDR5X,1024,SSD,AMD,Dedicated,0,Medium,High Resolution,low,0.0004762270527690299
Acer,Windows 11 ,30.0,13th Gen,8.0,DDR4,256,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0014330380406461698
Lenovo,Windows 11 ,128.0,7th Gen,24.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0007726150874557356
Lenovo,Windows 11 ,160.0,13th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008572541888556955
MSI,Windows 11 ,160.0,12th Gen,16.0,RAM,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,high,0.0008334490901514099
HP,D,32.0,7th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0014290250873293109
Dell,Windows 11 ,120.0,13th Gen,16.0,DDR5,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0009082813891362423
Dell,Ubuntu ,48.0,12th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001246738184981154
Lenovo,Windows 11 ,64.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.0004916155970098997
Dell,Windows 11 ,120.0,13th Gen,8.0,RAM,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0005244496129333835
HP,Windows 11 ,32.0,7th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0017843866171003717
HP,D,120.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.000842977568224032
Acer,Windows 11 ,72.0,5th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0016368596544407397
Dell,Ubuntu ,,11th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,high,0.0007521496093950324
HP,Windows 11 ,48.0,12th Gen,16.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0014554275318374773
HP,Windows ,72.0,7th Gen,8.0,DDR4,512,SSD,AMD,Dedicated,0,Medium,Standard HD,low,0.0017129153819801302
HP,D,48.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001486138896827665
Lenovo,Windows 11 ,96.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000907715582450832
Dell,Windows 11 ,120.0,13th Gen,16.0,RAM,1024,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0007316023526036437
HP,Windows 11 ,384.0,14th Gen,16.0,DDR5,1024,SSD,NVIDIA,Dedicated,0,Large,Standard HD,low,0.0006829763760222756
Lenovo,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X-,1024,SSD,Intel,Integrated,1,Medium,High Resolution,low,0.000598644246852716
Dell,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001309192200557103
Acer,Windows 11 ,72.0,6th Gen,16.0,DDR5,512,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0010048785231527254
Acer,Windows 11 ,120.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.0011306805827353773
Lenovo,Windows 11 ,30.0,13th Gen,8.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.001471571906354515
Asus,Windows 11 ,192.0,13th Gen,16.0,LPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0007501041811362689
Acer,Windows 11 ,,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,,low,0.0007017543859649122
Acer,Windows 11 ,,Qualcomm Snapdragon,16.0,LPDDR5X,512,SSD,Qualcomm,Integrated,1,Medium,High Resolution,low,0.0005617291488582244
Asus,Windows 11 ,4.0,Intel Celeron,8.0,RAM,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0016470588235294118
Dell,Windows 11 ,352.0,Intel Core Ultra,32.0,LPDDR5X,1024,SSD,NVIDIA,Dedicated,0,Medium,High Resolution,low,0.00022727859707120536
Lenovo,Windows 11 ,72.0,7th Gen,8.0,RAM,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0011340182803746797
Acer,Windows 11 ,30.0,13th Gen,8.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0017339113037679226
Acer,Windows 11 ,160.0,13th Gen,16.0,DDR4,1024,SSD,NVIDIA,Dedicated,0,Medium,Standard HD,low,0.0008649817542911205
Acer,Windows 11 ,30.0,13th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Full HD,low,0.001412180052956752
Dell,Windows 11 ,96.0,13th Gen,16.0,SLPDDR5,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0007035453165953925
Apple,Mac ,,Apple M3,16.0,DDR4,256,SSD,Unknown,Dedicated,0,Medium,High Resolution,low,0.0005333638112654057
Apple,Mac ,,Apple M3,24.0,RAM,512,SSD,Unknown,Dedicated,0,Medium,High Resolution,low,0.00035716411691172096
Lenovo,Windows 11 ,48.0,12th Gen,16.0,DDR4,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.0015022091310751104
Lenovo,D,32.0,7th Gen,8.0,LPDDR5,512,SSD,AMD,Dedicated,0,Medium,Full HD,low,0.0015362629510539479
Dell,Windows 11 ,252.0,Intel Core Ultra,16.0,LPDDR5X,512,SSD,Intel,Integrated,0,Medium,Standard HD,low,0.000692901032814747
Apple,Mac ,,Apple M4,48.0,RAM,512,SSD,Unknown,Dedicated,0,Large,High Resolution,low,0.0002285795921282903
Apple,Mac ,,Apple M4,24.0,RAM,512,SSD,Unknown,Dedicated,0,Large,High Resolution,low,0.00025001041710071253
Apple,Mac ,,Apple M4,24.0,RAM,1024,SSD,Unknown,Dedicated,0,Medium,High Resolution,low,0.0002920936680033665
Apple,Mac ,,Apple M4,36.0,RAM,1024,SSD,Unknown,Dedicated,0,Medium,High Resolution,low,0.00020323236233426884
Apple,Mac ,,Apple M4,24.0,RAM,512,SSD,Unknown,Dedicated,0,Medium,High Resolution,low,0.0003001579778830964
Apple,Mac ,,Apple M4,24.0,RAM,1024,SSD,Unknown,Dedicated,0,Medium,High Resolution,low,0.0002608809078655594
